id,angle,latitude,longitude,prediction,id2,prob,x,y
1046,90,42.33399942956201,-83.05077405,1.0,1046.09,0.9652910232543944,-83.05077405,42.33399942956201
1053,90,42.33499840499551,-83.05078799,1.0,1053.09,0.869411051,-83.05078799,42.33499840499551
1166,-45,42.33407124949203,-83.04609204,0.0,1165.955,0.067373209,-83.04609204,42.33407124949203
1184,225,42.33093930015583,-83.04300397,1.0,1184.225,0.9914438128471376,-83.04300397,42.33093930015583
236,45,42.33044759602124,-83.04718164,0.0,236.045,0.4713813364505768,-83.04718164,42.33044759602124
332,405,42.33618640114883,-83.06007005,0.0,332.405,0.023609878,-83.06007005,42.33618640114883
402,405,42.33658896761168,-83.05447989,1.0,402.405,0.6655483841896057,-83.05447989,42.33658896761168
571,-45,42.33078972869638,-83.06254984,1.0,570.955,0.8940327167510986,-83.06254984,42.33078972869638
680,135,42.32805562677436,-83.05078464,0.0,680.135,0.04637165,-83.05078464,42.32805562677436
727,45,42.34232418086125,-83.05141902,0.0,727.045,0.1132259517908096,-83.05141902,42.34232418086125
776,315,42.32771751296722,-83.05964784,0.0,776.315,0.059683084,-83.05964784,42.32771751296722
809,225,42.34028724886701,-83.05942744,1.0,809.225,0.9765278100967408,-83.05942744,42.34028724886701
817,180,42.34071617662679,-83.06200539,0.0,817.18,0.029252117,-83.06200539,42.34071617662679
860,180,42.33167590630556,-83.05341841,0.0,860.18,0.1080056577920913,-83.05341841,42.33167590630556
870,135,42.33595558526938,-83.04221746,0.0,870.135,0.034968752,-83.04221746,42.33595558526938
886,135,42.33289871793888,-83.03719046,0.0,886.135,0.1142497286200523,-83.03719046,42.33289871793888
931,315,42.34154695852722,-83.0373318,0.0,931.315,0.1966962963342666,-83.0373318,42.34154695852722
